ID,T (generations),α (fertility),N (founders),B (blocks),d (deterministic),Grader threshold,Algorithm,N1,B1,N2,B2,N3,B3,N4,B4
2701,5,8,20,2000,1,0.5,0.001,99,99,85,78,45,40,0,0
2701,5,8,20,2000,1,0.5,0.01,99,99,85,78,42,38,0,0
2701,5,8,20,2000,1,0.5,P,99,99,85,78,30,26,0,0
2701,5,8,20,2000,1,0.5,R,99,99,85,72,20,9,0,0
2701,5,8,20,2000,1,0.75,0.001,99,99,58,55,0,0,0,0
2701,5,8,20,2000,1,0.75,0.01,99,99,58,55,0,0,0,0
2701,5,8,20,2000,1,0.75,P,99,99,58,55,0,0,0,0
2701,5,8,20,2000,1,0.75,R,99,99,60,52,2,1,0,0
2701,5,8,20,2000,1,1,0.001,98,98,33,32,0,0,0,0
2701,5,8,20,2000,1,1,0.01,98,98,33,32,0,0,0,0
2701,5,8,20,2000,1,1,P,98,98,33,32,0,0,0,0
2701,5,8,20,2000,1,1,R,98,98,29,26,0,0,0,0
2702,5,8,20,2000,1,0.5,0.001,99,98,78,71,22,20,0,0
2702,5,8,20,2000,1,0.5,0.01,99,98,78,71,17,16,0,0
2702,5,8,20,2000,1,0.5,P,99,98,81,73,30,26,0,0
2702,5,8,20,2000,1,0.5,R,99,98,78,65,12,6,0,0
2702,5,8,20,2000,1,0.75,0.001,99,98,42,40,0,0,0,0
2702,5,8,20,2000,1,0.75,0.01,99,98,42,40,0,0,0,0
2702,5,8,20,2000,1,0.75,P,99,98,42,39,0,0,0,0
2702,5,8,20,2000,1,0.75,R,99,98,42,37,0,0,0,0
2702,5,8,20,2000,1,1,0.001,98,98,20,19,0,0,0,0
2702,5,8,20,2000,1,1,0.01,98,98,20,19,0,0,0,0
2702,5,8,20,2000,1,1,P,98,98,18,17,0,0,0,0
2702,5,8,20,2000,1,1,R,98,98,20,18,0,0,0,0
2703,5,8,20,2000,1,0.5,0.001,100,99,85,78,35,31,0,0
2703,5,8,20,2000,1,0.5,0.01,100,99,85,78,32,29,0,0
2703,5,8,20,2000,1,0.5,P,100,99,85,78,35,31,0,0
2703,5,8,20,2000,1,0.5,R,100,99,87,74,20,9,0,0
2703,5,8,20,2000,1,0.75,0.001,100,99,55,52,0,0,0,0
2703,5,8,20,2000,1,0.75,0.01,100,99,55,52,0,0,0,0
2703,5,8,20,2000,1,0.75,P,100,99,54,51,2,2,0,0
2703,5,8,20,2000,1,0.75,R,100,99,55,48,0,0,0,0
2703,5,8,20,2000,1,1,0.001,99,99,28,27,0,0,0,0
2703,5,8,20,2000,1,1,0.01,99,99,28,27,0,0,0,0
2703,5,8,20,2000,1,1,P,99,99,26,25,0,0,0,0
2703,5,8,20,2000,1,1,R,99,99,30,27,0,0,0,0
2704,5,8,20,2000,1,0.5,0.001,99,98,85,79,32,29,0,0
2704,5,8,20,2000,1,0.5,0.01,99,98,85,79,52,46,0,0
2704,5,8,20,2000,1,0.5,P,99,98,85,78,40,34,0,0
2704,5,8,20,2000,1,0.5,R,99,98,80,69,22,11,0,0
2704,5,8,20,2000,1,0.75,0.001,99,98,56,54,2,2,0,0
2704,5,8,20,2000,1,0.75,0.01,99,98,56,54,2,2,0,0
2704,5,8,20,2000,1,0.75,P,99,98,56,54,2,2,0,0
2704,5,8,20,2000,1,0.75,R,99,98,56,49,0,0,0,0
2704,5,8,20,2000,1,1,0.001,97,96,30,28,0,0,0,0
2704,5,8,20,2000,1,1,0.01,97,96,30,28,0,0,0,0
2704,5,8,20,2000,1,1,P,97,96,30,28,0,0,0,0
2704,5,8,20,2000,1,1,R,97,96,33,30,0,0,0,0
2705,5,8,20,2000,1,0.5,0.001,99,99,81,75,30,27,0,0
2705,5,8,20,2000,1,0.5,0.01,99,99,81,75,37,34,0,0
2705,5,8,20,2000,1,0.5,P,99,99,81,74,35,30,0,0
2705,5,8,20,2000,1,0.5,R,99,99,84,72,25,13,0,0
2705,5,8,20,2000,1,0.75,0.001,98,98,51,49,0,0,0,0
2705,5,8,20,2000,1,0.75,0.01,98,98,51,49,2,2,0,0
2705,5,8,20,2000,1,0.75,P,98,98,51,48,5,4,0,0
2705,5,8,20,2000,1,0.75,R,98,98,56,50,2,1,0,0
2705,5,8,20,2000,1,1,0.001,96,96,31,30,0,0,0,0
2705,5,8,20,2000,1,1,0.01,96,96,31,30,0,0,0,0
2705,5,8,20,2000,1,1,P,96,96,31,30,2,2,0,0
2705,5,8,20,2000,1,1,R,96,96,31,29,0,0,0,0
2706,5,8,20,2000,1,0.5,0.001,99,98,76,69,12,11,0,0
2706,5,8,20,2000,1,0.5,0.01,99,98,76,69,15,13,0,0
2706,5,8,20,2000,1,0.5,P,99,98,76,69,22,19,0,0
2706,5,8,20,2000,1,0.5,R,99,98,78,66,12,6,0,0
2706,5,8,20,2000,1,0.75,0.001,98,98,39,37,0,0,0,0
2706,5,8,20,2000,1,0.75,0.01,98,98,39,37,0,0,0,0
2706,5,8,20,2000,1,0.75,P,98,98,39,37,2,2,0,0
2706,5,8,20,2000,1,0.75,R,98,98,43,37,0,0,0,0
2706,5,8,20,2000,1,1,0.001,97,96,19,18,0,0,0,0
2706,5,8,20,2000,1,1,0.01,97,96,19,18,0,0,0,0
2706,5,8,20,2000,1,1,P,97,96,19,18,0,0,0,0
2706,5,8,20,2000,1,1,R,97,96,23,21,0,0,0,0
2707,5,8,20,2000,1,0.5,0.001,98,98,72,66,25,22,0,0
2707,5,8,20,2000,1,0.5,0.01,98,98,72,66,22,20,0,0
2707,5,8,20,2000,1,0.5,P,98,98,72,65,20,17,0,0
2707,5,8,20,2000,1,0.5,R,98,98,75,63,15,7,0,0
2707,5,8,20,2000,1,0.75,0.001,98,98,44,42,0,0,0,0
2707,5,8,20,2000,1,0.75,0.01,98,98,44,42,0,0,0,0
2707,5,8,20,2000,1,0.75,P,98,98,38,36,0,0,0,0
2707,5,8,20,2000,1,0.75,R,98,98,45,40,0,0,0,0
2707,5,8,20,2000,1,1,0.001,98,97,20,19,0,0,0,0
2707,5,8,20,2000,1,1,0.01,98,97,20,19,0,0,0,0
2707,5,8,20,2000,1,1,P,98,97,14,13,0,0,0,0
2707,5,8,20,2000,1,1,R,98,97,18,16,0,0,0,0
2708,5,8,20,2000,1,0.5,0.001,99,98,74,68,22,19,0,0
2708,5,8,20,2000,1,0.5,0.01,99,98,74,68,22,20,0,0
2708,5,8,20,2000,1,0.5,P,99,98,74,68,10,9,0,0
2708,5,8,20,2000,1,0.5,R,99,98,74,62,7,3,0,0
2708,5,8,20,2000,1,0.75,0.001,99,98,46,44,2,2,0,0
2708,5,8,20,2000,1,0.75,0.01,99,98,46,44,2,2,0,0
2708,5,8,20,2000,1,0.75,P,99,98,46,44,0,0,0,0
2708,5,8,20,2000,1,0.75,R,99,98,45,39,0,0,0,0
2708,5,8,20,2000,1,1,0.001,97,97,17,17,0,0,0,0
2708,5,8,20,2000,1,1,0.01,97,97,17,17,0,0,0,0
2708,5,8,20,2000,1,1,P,97,97,17,16,0,0,0,0
2708,5,8,20,2000,1,1,R,97,97,22,20,0,0,0,0
2709,5,8,20,2000,1,0.5,0.001,99,99,79,73,25,23,0,0
2709,5,8,20,2000,1,0.5,0.01,99,99,79,73,20,18,0,0
2709,5,8,20,2000,1,0.5,P,99,99,79,73,40,35,0,0
2709,5,8,20,2000,1,0.5,R,99,99,79,68,12,6,0,0
2709,5,8,20,2000,1,0.75,0.001,99,98,51,48,0,0,0,0
2709,5,8,20,2000,1,0.75,0.01,99,98,51,48,0,0,0,0
2709,5,8,20,2000,1,0.75,P,99,98,51,48,0,0,0,0
2709,5,8,20,2000,1,0.75,R,99,98,51,45,0,0,0,0
2709,5,8,20,2000,1,1,0.001,97,97,21,21,0,0,0,0
2709,5,8,20,2000,1,1,0.01,97,97,21,21,0,0,0,0
2709,5,8,20,2000,1,1,P,97,97,21,21,0,0,0,0
2709,5,8,20,2000,1,1,R,97,97,21,19,0,0,0,0
2710,5,8,20,2000,1,0.5,0.001,99,98,86,80,40,36,0,0
2710,5,8,20,2000,1,0.5,0.01,99,98,86,80,40,35,0,0
2710,5,8,20,2000,1,0.5,P,99,98,87,80,35,31,0,0
2710,5,8,20,2000,1,0.5,R,99,98,84,72,17,9,0,0
2710,5,8,20,2000,1,0.75,0.001,99,98,58,55,0,0,0,0
2710,5,8,20,2000,1,0.75,0.01,99,98,58,55,0,0,0,0
2710,5,8,20,2000,1,0.75,P,99,98,57,54,2,2,0,0
2710,5,8,20,2000,1,0.75,R,99,98,55,49,0,0,0,0
2710,5,8,20,2000,1,1,0.001,98,97,33,32,0,0,0,0
2710,5,8,20,2000,1,1,0.01,98,97,33,32,0,0,0,0
2710,5,8,20,2000,1,1,P,98,97,26,25,0,0,0,0
2710,5,8,20,2000,1,1,R,98,97,28,26,0,0,0,0
2711,5,8,20,2000,1,0.5,0.001,99,98,88,81,45,41,0,0
2711,5,8,20,2000,1,0.5,0.01,99,98,88,81,45,41,0,0
2711,5,8,20,2000,1,0.5,P,99,98,88,81,32,29,0,0
2711,5,8,20,2000,1,0.5,R,99,98,85,74,25,13,0,0
2711,5,8,20,2000,1,0.75,0.001,99,98,62,59,2,2,0,0
2711,5,8,20,2000,1,0.75,0.01,99,98,62,59,5,4,0,0
2711,5,8,20,2000,1,0.75,P,99,98,62,59,7,7,0,0
2711,5,8,20,2000,1,0.75,R,99,98,65,57,2,1,0,0
2711,5,8,20,2000,1,1,0.001,98,98,41,40,0,0,0,0
2711,5,8,20,2000,1,1,0.01,98,98,41,40,0,0,0,0
2711,5,8,20,2000,1,1,P,98,98,41,39,0,0,0,0
2711,5,8,20,2000,1,1,R,98,98,36,33,0,0,0,0
2712,5,8,20,2000,1,0.5,0.001,99,98,77,71,22,20,0,0
2712,5,8,20,2000,1,0.5,0.01,99,98,77,71,30,26,0,0
2712,5,8,20,2000,1,0.5,P,99,98,77,71,27,23,0,0
2712,5,8,20,2000,1,0.5,R,99,98,80,68,17,8,0,0
2712,5,8,20,2000,1,0.75,0.001,98,98,53,50,2,2,0,0
2712,5,8,20,2000,1,0.75,0.01,98,98,53,50,2,2,0,0
2712,5,8,20,2000,1,0.75,P,98,98,53,50,0,0,0,0
2712,5,8,20,2000,1,0.75,R,98,98,54,48,0,0,0,0
2712,5,8,20,2000,1,1,0.001,97,96,28,27,0,0,0,0
2712,5,8,20,2000,1,1,0.01,97,96,28,27,0,0,0,0
2712,5,8,20,2000,1,1,P,97,96,28,27,0,0,0,0
2712,5,8,20,2000,1,1,R,97,96,29,26,0,0,0,0
2713,5,8,20,2000,1,0.5,0.001,100,99,78,73,35,31,0,0
2713,5,8,20,2000,1,0.5,0.01,100,99,78,73,30,27,0,0
2713,5,8,20,2000,1,0.5,P,100,99,77,72,35,31,0,0
2713,5,8,20,2000,1,0.5,R,100,99,81,70,15,8,0,0
2713,5,8,20,2000,1,0.75,0.001,99,99,56,53,0,0,0,0
2713,5,8,20,2000,1,0.75,0.01,99,99,56,53,0,0,0,0
2713,5,8,20,2000,1,0.75,P,99,99,54,51,7,7,0,0
2713,5,8,20,2000,1,0.75,R,99,99,55,49,0,0,0,0
2713,5,8,20,2000,1,1,0.001,99,98,36,35,0,0,0,0
2713,5,8,20,2000,1,1,0.01,99,98,36,35,0,0,0,0
2713,5,8,20,2000,1,1,P,99,98,35,34,0,0,0,0
2713,5,8,20,2000,1,1,R,99,98,35,32,0,0,0,0
2714,5,8,20,2000,1,0.5,0.001,99,99,77,70,25,21,0,0
2714,5,8,20,2000,1,0.5,0.01,99,99,77,70,20,17,0,0
2714,5,8,20,2000,1,0.5,P,99,99,77,70,15,12,0,0
2714,5,8,20,2000,1,0.5,R,99,99,83,70,10,5,0,0
2714,5,8,20,2000,1,0.75,0.001,98,98,44,42,0,0,0,0
2714,5,8,20,2000,1,0.75,0.01,98,98,44,42,0,0,0,0
2714,5,8,20,2000,1,0.75,P,98,98,44,42,0,0,0,0
2714,5,8,20,2000,1,0.75,R,98,98,46,41,0,0,0,0
2714,5,8,20,2000,1,1,0.001,97,96,19,18,0,0,0,0
2714,5,8,20,2000,1,1,0.01,97,96,19,18,0,0,0,0
2714,5,8,20,2000,1,1,P,97,96,19,18,0,0,0,0
2714,5,8,20,2000,1,1,R,97,96,23,20,0,0,0,0
2715,5,8,20,2000,1,0.5,0.001,99,99,85,79,35,32,0,0
2715,5,8,20,2000,1,0.5,0.01,99,99,85,79,35,32,0,0
2715,5,8,20,2000,1,0.5,P,99,99,86,79,45,38,10,8
2715,5,8,20,2000,1,0.5,R,99,99,85,73,17,9,0,0
2715,5,8,20,2000,1,0.75,0.001,99,98,55,53,0,0,0,0
2715,5,8,20,2000,1,0.75,0.01,99,98,55,53,0,0,0,0
2715,5,8,20,2000,1,0.75,P,99,98,56,53,2,2,0,0
2715,5,8,20,2000,1,0.75,R,99,98,53,47,0,0,0,0
2715,5,8,20,2000,1,1,0.001,97,97,36,35,0,0,0,0
2715,5,8,20,2000,1,1,0.01,97,97,36,35,0,0,0,0
2715,5,8,20,2000,1,1,P,97,97,36,35,0,0,0,0
2715,5,8,20,2000,1,1,R,97,97,30,27,0,0,0,0
2716,5,8,20,2000,1,0.5,0.001,99,99,82,76,27,24,0,0
2716,5,8,20,2000,1,0.5,0.01,99,99,82,76,17,15,0,0
2716,5,8,20,2000,1,0.5,P,99,99,83,76,45,40,10,9
2716,5,8,20,2000,1,0.5,R,99,99,84,72,12,6,0,0
2716,5,8,20,2000,1,0.75,0.001,99,98,56,53,0,0,0,0
2716,5,8,20,2000,1,0.75,0.01,99,98,56,53,0,0,0,0
2716,5,8,20,2000,1,0.75,P,99,98,56,53,0,0,0,0
2716,5,8,20,2000,1,0.75,R,99,98,60,53,0,0,0,0
2716,5,8,20,2000,1,1,0.001,98,98,30,29,0,0,0,0
2716,5,8,20,2000,1,1,0.01,98,98,30,29,0,0,0,0
2716,5,8,20,2000,1,1,P,98,98,34,33,0,0,0,0
2716,5,8,20,2000,1,1,R,98,98,35,31,0,0,0,0
2717,5,8,20,2000,1,0.5,0.001,98,98,83,76,35,30,0,0
2717,5,8,20,2000,1,0.5,0.01,98,98,83,76,27,24,0,0
2717,5,8,20,2000,1,0.5,P,98,98,83,76,32,27,0,0
2717,5,8,20,2000,1,0.5,R,98,98,83,71,15,8,0,0
2717,5,8,20,2000,1,0.75,0.001,97,97,55,52,0,0,0,0
2717,5,8,20,2000,1,0.75,0.01,97,97,55,52,0,0,0,0
2717,5,8,20,2000,1,0.75,P,97,97,51,48,0,0,0,0
2717,5,8,20,2000,1,0.75,R,97,97,50,45,0,0,0,0
2717,5,8,20,2000,1,1,0.001,97,96,27,26,0,0,0,0
2717,5,8,20,2000,1,1,0.01,97,96,27,26,0,0,0,0
2717,5,8,20,2000,1,1,P,97,96,25,24,0,0,0,0
2717,5,8,20,2000,1,1,R,97,96,24,22,0,0,0,0
2718,5,8,20,2000,1,0.5,0.001,99,99,81,73,22,20,0,0
2718,5,8,20,2000,1,0.5,0.01,99,99,81,73,25,22,0,0
2718,5,8,20,2000,1,0.5,P,99,99,81,73,30,24,0,0
2718,5,8,20,2000,1,0.5,R,99,99,77,65,7,3,0,0
2718,5,8,20,2000,1,0.75,0.001,99,98,45,42,0,0,0,0
2718,5,8,20,2000,1,0.75,0.01,99,98,45,42,0,0,0,0
2718,5,8,20,2000,1,0.75,P,99,98,45,42,0,0,0,0
2718,5,8,20,2000,1,0.75,R,99,98,45,39,0,0,0,0
2718,5,8,20,2000,1,1,0.001,97,97,20,19,0,0,0,0
2718,5,8,20,2000,1,1,0.01,97,97,20,19,0,0,0,0
2718,5,8,20,2000,1,1,P,97,97,20,19,0,0,0,0
2718,5,8,20,2000,1,1,R,97,97,15,13,0,0,0,0
2719,5,8,20,2000,1,0.5,0.001,100,99,92,85,42,39,10,8
2719,5,8,20,2000,1,0.5,0.01,100,99,92,85,30,28,0,0
2719,5,8,20,2000,1,0.5,P,100,99,91,84,40,35,0,0
2719,5,8,20,2000,1,0.5,R,100,99,88,76,30,15,0,0
2719,5,8,20,2000,1,0.75,0.001,100,99,61,59,5,4,0,0
2719,5,8,20,2000,1,0.75,0.01,100,99,61,59,5,4,0,0
2719,5,8,20,2000,1,0.75,P,100,99,63,60,2,2,0,0
2719,5,8,20,2000,1,0.75,R,100,99,60,53,2,1,0,0
2719,5,8,20,2000,1,1,0.001,99,98,40,39,0,0,0,0
2719,5,8,20,2000,1,1,0.01,99,98,40,39,0,0,0,0
2719,5,8,20,2000,1,1,P,99,98,41,39,0,0,0,0
2719,5,8,20,2000,1,1,R,99,98,39,35,0,0,0,0
2720,5,8,20,2000,1,0.5,0.001,99,99,85,78,37,33,10,8
2720,5,8,20,2000,1,0.5,0.01,99,99,85,78,32,29,0,0
2720,5,8,20,2000,1,0.5,P,99,99,86,79,37,31,0,0
2720,5,8,20,2000,1,0.5,R,99,99,85,72,20,10,0,0
2720,5,8,20,2000,1,0.75,0.001,99,98,49,47,0,0,0,0
2720,5,8,20,2000,1,0.75,0.01,99,98,49,47,0,0,0,0
2720,5,8,20,2000,1,0.75,P,99,98,50,47,0,0,0,0
2720,5,8,20,2000,1,0.75,R,99,98,49,43,0,0,0,0
2720,5,8,20,2000,1,1,0.001,98,98,29,28,0,0,0,0
2720,5,8,20,2000,1,1,0.01,98,98,29,28,0,0,0,0
2720,5,8,20,2000,1,1,P,98,98,28,27,0,0,0,0
2720,5,8,20,2000,1,1,R,98,98,24,22,0,0,0,0
2721,5,8,20,2000,1,0.5,0.001,100,99,87,81,42,39,0,0
2721,5,8,20,2000,1,0.5,0.01,100,99,87,81,45,41,0,0
2721,5,8,20,2000,1,0.5,P,100,99,84,78,40,36,0,0
2721,5,8,20,2000,1,0.5,R,100,99,88,76,32,16,0,0
2721,5,8,20,2000,1,0.75,0.001,100,99,59,56,0,0,0,0
2721,5,8,20,2000,1,0.75,0.01,100,99,59,56,0,0,0,0
2721,5,8,20,2000,1,0.75,P,100,99,60,56,2,2,0,0
2721,5,8,20,2000,1,0.75,R,100,99,69,61,0,0,0,0
2721,5,8,20,2000,1,1,0.001,99,99,38,37,0,0,0,0
2721,5,8,20,2000,1,1,0.01,99,99,38,37,0,0,0,0
2721,5,8,20,2000,1,1,P,99,99,39,37,0,0,0,0
2721,5,8,20,2000,1,1,R,99,99,40,36,0,0,0,0
2722,5,8,20,2000,1,0.5,0.001,99,98,85,80,47,43,0,0
2722,5,8,20,2000,1,0.5,0.01,99,98,85,80,50,45,0,0
2722,5,8,20,2000,1,0.5,P,99,98,83,77,55,49,0,0
2722,5,8,20,2000,1,0.5,R,99,98,85,73,27,13,0,0
2722,5,8,20,2000,1,0.75,0.001,99,98,59,56,0,0,0,0
2722,5,8,20,2000,1,0.75,0.01,99,98,59,56,0,0,0,0
2722,5,8,20,2000,1,0.75,P,99,98,60,57,0,0,0,0
2722,5,8,20,2000,1,0.75,R,99,98,63,56,0,0,0,0
2722,5,8,20,2000,1,1,0.001,97,97,33,32,0,0,0,0
2722,5,8,20,2000,1,1,0.01,97,97,33,32,0,0,0,0
2722,5,8,20,2000,1,1,P,97,97,36,34,0,0,0,0
2722,5,8,20,2000,1,1,R,97,97,36,32,0,0,0,0
2723,5,8,20,2000,1,0.5,0.001,99,98,82,76,42,39,0,0
2723,5,8,20,2000,1,0.5,0.01,99,98,82,76,37,34,0,0
2723,5,8,20,2000,1,0.5,P,99,98,82,76,37,33,0,0
2723,5,8,20,2000,1,0.5,R,99,98,82,70,17,9,0,0
2723,5,8,20,2000,1,0.75,0.001,98,98,58,55,2,2,0,0
2723,5,8,20,2000,1,0.75,0.01,98,98,58,55,2,2,0,0
2723,5,8,20,2000,1,0.75,P,98,98,58,55,5,4,0,0
2723,5,8,20,2000,1,0.75,R,98,98,58,51,0,0,0,0
2723,5,8,20,2000,1,1,0.001,97,97,26,25,0,0,0,0
2723,5,8,20,2000,1,1,0.01,97,97,26,25,0,0,0,0
2723,5,8,20,2000,1,1,P,97,97,26,25,0,0,0,0
2723,5,8,20,2000,1,1,R,97,97,25,23,0,0,0,0
2724,5,8,20,2000,1,0.5,0.001,100,99,83,77,30,27,0,0
2724,5,8,20,2000,1,0.5,0.01,100,99,83,77,42,38,0,0
2724,5,8,20,2000,1,0.5,P,100,99,81,75,35,30,0,0
2724,5,8,20,2000,1,0.5,R,100,99,83,71,17,9,0,0
2724,5,8,20,2000,1,0.75,0.001,100,99,58,55,5,4,0,0
2724,5,8,20,2000,1,0.75,0.01,100,99,58,55,5,4,0,0
2724,5,8,20,2000,1,0.75,P,100,99,56,53,2,2,0,0
2724,5,8,20,2000,1,0.75,R,100,99,54,48,0,0,0,0
2724,5,8,20,2000,1,1,0.001,98,98,34,33,0,0,0,0
2724,5,8,20,2000,1,1,0.01,98,98,34,33,0,0,0,0
2724,5,8,20,2000,1,1,P,98,98,28,27,0,0,0,0
2724,5,8,20,2000,1,1,R,98,98,26,24,0,0,0,0
2725,5,8,20,2000,1,0.5,0.001,99,98,87,81,27,25,0,0
2725,5,8,20,2000,1,0.5,0.01,99,98,87,81,30,27,0,0
2725,5,8,20,2000,1,0.5,P,99,98,87,81,27,23,0,0
2725,5,8,20,2000,1,0.5,R,99,98,83,72,22,11,0,0
2725,5,8,20,2000,1,0.75,0.001,99,98,58,56,5,4,0,0
2725,5,8,20,2000,1,0.75,0.01,99,98,58,56,5,4,0,0
